id,game_date,home_team,road_team,city,state,league,sport
296,04/09/2023,Tampa Bay Rays,Oakland Athletics,Tampa,Florida,MLB,Baseball
297,04/10/2023,Los Angeles Angels,Washington Nationals,Los Angeles,California,MLB,Baseball
298,04/10/2023,Arizona Diamondbacks,Milwaukee Brewers,Phoenix,Arizona,MLB,Baseball
299,04/10/2023,Atlanta Braves,Cincinnati Reds,Atlanta,Georgia,MLB,Baseball
300,04/10/2023,Baltimore Orioles,Oakland Athletics,Baltimore,Maryland,MLB,Baseball
301,04/10/2023,Chicago Cubs,Seattle Mariners,Chicago,Illinois,MLB,Baseball
302,04/10/2023,Cleveland Guardians,New York Yankees,Cleveland,Ohio,MLB,Baseball
303,04/10/2023,Colorado Rockies,St. Louis Cardinals,Denver,Colorado,MLB,Baseball
304,04/10/2023,Minnesota Twins,Chicago White Sox,Minneapolis,Minnesota,MLB,Baseball
305,04/10/2023,New York Mets,San Diego Padres,New York,New York,MLB,Baseball
306,04/10/2023,Philadelphia Phillies,Miami Marlins,Philadelphia,Pennsylvania,MLB,Baseball
307,04/10/2023,Pittsburgh Pirates,Houston Astros,Pittsburgh,Pennsylvania,MLB,Baseball
308,04/10/2023,San Francisco Giants,Los Angeles Dodgers,San Francisco,California,MLB,Baseball
309,04/10/2023,Tampa Bay Rays,Boston Red Sox,Tampa,Florida,MLB,Baseball
310,04/10/2023,Texas Rangers,Kansas City Royals,Arlington,Texas,MLB,Baseball
311,04/11/2023,Los Angeles Angels,Washington Nationals,Los Angeles,California,MLB,Baseball
312,04/11/2023,Arizona Diamondbacks,Milwaukee Brewers,Phoenix,Arizona,MLB,Baseball
313,04/11/2023,Atlanta Braves,Cincinnati Reds,Atlanta,Georgia,MLB,Baseball
314,04/11/2023,Baltimore Orioles,Oakland Athletics,Baltimore,Maryland,MLB,Baseball
315,04/11/2023,Chicago Cubs,Seattle Mariners,Chicago,Illinois,MLB,Baseball
316,04/11/2023,Cleveland Guardians,New York Yankees,Cleveland,Ohio,MLB,Baseball
317,04/11/2023,Colorado Rockies,St. Louis Cardinals,Denver,Colorado,MLB,Baseball
318,04/11/2023,Minnesota Twins,Chicago White Sox,Minneapolis,Minnesota,MLB,Baseball
319,04/11/2023,New York Mets,San Diego Padres,New York,New York,MLB,Baseball
320,04/11/2023,Philadelphia Phillies,Miami Marlins,Philadelphia,Pennsylvania,MLB,Baseball
321,04/11/2023,Pittsburgh Pirates,Houston Astros,Pittsburgh,Pennsylvania,MLB,Baseball
322,04/11/2023,San Francisco Giants,Los Angeles Dodgers,San Francisco,California,MLB,Baseball
323,04/11/2023,Tampa Bay Rays,Boston Red Sox,Tampa,Florida,MLB,Baseball
324,04/11/2023,Texas Rangers,Kansas City Royals,Arlington,Texas,MLB,Baseball
325,04/11/2023,Toronto Blue Jays,Detroit Tigers,Toronto,Ontario,MLB,Baseball
326,04/12/2023,Los Angeles Angels,Washington Nationals,Los Angeles,California,MLB,Baseball
327,04/12/2023,Arizona Diamondbacks,Milwaukee Brewers,Phoenix,Arizona,MLB,Baseball
328,04/12/2023,Atlanta Braves,Cincinnati Reds,Atlanta,Georgia,MLB,Baseball
329,04/12/2023,Baltimore Orioles,Oakland Athletics,Baltimore,Maryland,MLB,Baseball
330,04/12/2023,Chicago Cubs,Seattle Mariners,Chicago,Illinois,MLB,Baseball
331,04/12/2023,Cleveland Guardians,New York Yankees,Cleveland,Ohio,MLB,Baseball
332,04/12/2023,Colorado Rockies,St. Louis Cardinals,Denver,Colorado,MLB,Baseball
333,04/12/2023,Minnesota Twins,Chicago White Sox,Minneapolis,Minnesota,MLB,Baseball
334,04/12/2023,New York Mets,San Diego Padres,New York,New York,MLB,Baseball
335,04/12/2023,Philadelphia Phillies,Miami Marlins,Philadelphia,Pennsylvania,MLB,Baseball
336,04/12/2023,Pittsburgh Pirates,Houston Astros,Pittsburgh,Pennsylvania,MLB,Baseball
337,04/12/2023,San Francisco Giants,Los Angeles Dodgers,San Francisco,California,MLB,Baseball
338,04/12/2023,Tampa Bay Rays,Boston Red Sox,Tampa,Florida,MLB,Baseball
339,04/12/2023,Texas Rangers,Kansas City Royals,Arlington,Texas,MLB,Baseball
340,04/12/2023,Toronto Blue Jays,Detroit Tigers,Toronto,Ontario,MLB,Baseball
341,04/13/2023,Baltimore Orioles,Oakland Athletics,Baltimore,Maryland,MLB,Baseball
342,04/13/2023,Cincinnati Reds,Philadelphia Phillies,Cincinnati,Ohio,MLB,Baseball
343,04/13/2023,New York Yankees,Minnesota Twins,New York,New York,MLB,Baseball
344,04/13/2023,San Diego Padres,Milwaukee Brewers,San Diego,California,MLB,Baseball
345,04/13/2023,St. Louis Cardinals,Pittsburgh Pirates,St. Louis,Missouri,MLB,Baseball
346,04/13/2023,Tampa Bay Rays,Boston Red Sox,Tampa,Florida,MLB,Baseball
347,04/13/2023,Toronto Blue Jays,Detroit Tigers,Toronto,Ontario,MLB,Baseball
348,04/14/2023,Boston Red Sox,Los Angeles Angels,Boston,Massachusetts,MLB,Baseball
349,04/14/2023,Chicago White Sox,Baltimore Orioles,Chicago,Illinois,MLB,Baseball
350,04/14/2023,Cincinnati Reds,Philadelphia Phillies,Cincinnati,Ohio,MLB,Baseball
351,04/14/2023,Detroit Tigers,San Francisco Giants,Detroit,Michigan,MLB,Baseball
352,04/14/2023,Houston Astros,Texas Rangers,Houston,Texas,MLB,Baseball
353,04/14/2023,Kansas City Royals,Atlanta Braves,Kansas City,Missouri,MLB,Baseball
354,04/14/2023,Los Angeles Dodgers,Chicago Cubs,Los Angeles,California,MLB,Baseball
355,04/14/2023,Miami Marlins,Arizona Diamondbacks,Miami,Florida,MLB,Baseball
356,04/14/2023,New York Yankees,Minnesota Twins,New York,New York,MLB,Baseball
357,04/14/2023,Oakland Athletics,New York Mets,Oakland,California,MLB,Baseball
358,04/14/2023,San Diego Padres,Milwaukee Brewers,San Diego,California,MLB,Baseball
359,04/14/2023,Seattle Mariners,Colorado Rockies,Seattle,Washington,MLB,Baseball
360,04/14/2023,St. Louis Cardinals,Pittsburgh Pirates,St. Louis,Missouri,MLB,Baseball
361,04/14/2023,Toronto Blue Jays,Tampa Bay Rays,Toronto,Ontario,MLB,Baseball
362,04/14/2023,Washington Nationals,Cleveland Guardians,Washington D.C.,Washington D.C.,MLB,Baseball
363,04/15/2023,Boston Red Sox,Los Angeles Angels,Boston,Massachusetts,MLB,Baseball
364,04/15/2023,Chicago White Sox,Baltimore Orioles,Chicago,Illinois,MLB,Baseball
365,04/15/2023,Cincinnati Reds,Philadelphia Phillies,Cincinnati,Ohio,MLB,Baseball
366,04/15/2023,Detroit Tigers,San Francisco Giants,Detroit,Michigan,MLB,Baseball
367,04/15/2023,Houston Astros,Texas Rangers,Houston,Texas,MLB,Baseball
368,04/15/2023,Kansas City Royals,Atlanta Braves,Kansas City,Missouri,MLB,Baseball
369,04/15/2023,Los Angeles Dodgers,Chicago Cubs,Los Angeles,California,MLB,Baseball
370,04/15/2023,Miami Marlins,Arizona Diamondbacks,Miami,Florida,MLB,Baseball
371,04/15/2023,New York Yankees,Minnesota Twins,New York,New York,MLB,Baseball
372,04/15/2023,Oakland Athletics,New York Mets,Oakland,California,MLB,Baseball
373,04/15/2023,San Diego Padres,Milwaukee Brewers,San Diego,California,MLB,Baseball
374,04/15/2023,Seattle Mariners,Colorado Rockies,Seattle,Washington,MLB,Baseball
375,04/15/2023,St. Louis Cardinals,Pittsburgh Pirates,St. Louis,Missouri,MLB,Baseball
376,04/15/2023,Toronto Blue Jays,Tampa Bay Rays,Toronto,Ontario,MLB,Baseball
377,04/15/2023,Washington Nationals,Cleveland Guardians,Washington D.C.,Washington D.C.,MLB,Baseball
378,04/16/2023,Boston Red Sox,Los Angeles Angels,Boston,Massachusetts,MLB,Baseball
379,04/16/2023,Chicago White Sox,Baltimore Orioles,Chicago,Illinois,MLB,Baseball
380,04/16/2023,Cincinnati Reds,Philadelphia Phillies,Cincinnati,Ohio,MLB,Baseball
381,04/16/2023,Houston Astros,Texas Rangers,Houston,Texas,MLB,Baseball
382,04/16/2023,Kansas City Royals,Atlanta Braves,Kansas City,Missouri,MLB,Baseball
383,04/16/2023,Los Angeles Dodgers,Chicago Cubs,Los Angeles,California,MLB,Baseball
384,04/16/2023,Miami Marlins,Arizona Diamondbacks,Miami,Florida,MLB,Baseball
385,04/16/2023,New York Yankees,Minnesota Twins,New York,New York,MLB,Baseball
386,04/16/2023,Oakland Athletics,New York Mets,Oakland,California,MLB,Baseball
387,04/16/2023,San Diego Padres,Milwaukee Brewers,San Diego,California,MLB,Baseball
388,04/16/2023,Seattle Mariners,Colorado Rockies,Seattle,Washington,MLB,Baseball
389,04/16/2023,St. Louis Cardinals,Pittsburgh Pirates,St. Louis,Missouri,MLB,Baseball
390,04/16/2023,Toronto Blue Jays,Tampa Bay Rays,Toronto,Ontario,MLB,Baseball
391,04/16/2023,Washington Nationals,Cleveland Guardians,Washington D.C.,Washington D.C.,MLB,Baseball
392,04/17/2023,Boston Red Sox,Los Angeles Angels,Boston,Massachusetts,MLB,Baseball
393,04/17/2023,Cincinnati Reds,Tampa Bay Rays,Cincinnati,Ohio,MLB,Baseball
394,04/17/2023,Colorado Rockies,Pittsburgh Pirates,Denver,Colorado,MLB,Baseball
395,04/17/2023,Houston Astros,Toronto Blue Jays,Houston,Texas,MLB,Baseball
396,04/17/2023,Kansas City Royals,Texas Rangers,Kansas City,Missouri,MLB,Baseball
397,04/17/2023,Los Angeles Dodgers,New York Mets,Los Angeles,California,MLB,Baseball
398,04/17/2023,Miami Marlins,San Francisco Giants,Miami,Florida,MLB,Baseball
399,04/17/2023,Oakland Athletics,Chicago Cubs,Oakland,California,MLB,Baseball
400,04/17/2023,San Diego Padres,Atlanta Braves,San Diego,California,MLB,Baseball
401,04/17/2023,Seattle Mariners,Milwaukee Brewers,Seattle,Washington,MLB,Baseball
402,04/17/2023,St. Louis Cardinals,Arizona Diamondbacks,St. Louis,Missouri,MLB,Baseball
403,04/18/2023,Boston Red Sox,Minnesota Twins,Boston,Massachusetts,MLB,Baseball
404,04/18/2023,Chicago White Sox,Philadelphia Phillies,Chicago,Illinois,MLB,Baseball
405,04/18/2023,Chicago White Sox,Philadelphia Phillies,Chicago,Illinois,MLB,Baseball
406,04/18/2023,Cincinnati Reds,Tampa Bay Rays,Cincinnati,Ohio,MLB,Baseball
407,04/18/2023,Colorado Rockies,Pittsburgh Pirates,Denver,Colorado,MLB,Baseball
408,04/18/2023,Detroit Tigers,Cleveland Guardians,Detroit,Michigan,MLB,Baseball
409,04/18/2023,Detroit Tigers,Cleveland Guardians,Detroit,Michigan,MLB,Baseball
410,04/18/2023,Houston Astros,Toronto Blue Jays,Houston,Texas,MLB,Baseball
411,04/18/2023,Kansas City Royals,Texas Rangers,Kansas City,Missouri,MLB,Baseball
412,04/18/2023,Los Angeles Dodgers,New York Mets,Los Angeles,California,MLB,Baseball
413,04/18/2023,Miami Marlins,San Francisco Giants,Miami,Florida,MLB,Baseball
414,04/18/2023,New York Yankees,Los Angeles Angels,New York,New York,MLB,Baseball
415,04/18/2023,Oakland Athletics,Chicago Cubs,Oakland,California,MLB,Baseball
416,04/18/2023,San Diego Padres,Atlanta Braves,San Diego,California,MLB,Baseball
417,04/18/2023,Seattle Mariners,Milwaukee Brewers,Seattle,Washington,MLB,Baseball
418,04/18/2023,St. Louis Cardinals,Arizona Diamondbacks,St. Louis,Missouri,MLB,Baseball
419,04/18/2023,Washington Nationals,Baltimore Orioles,Washington D.C.,Washington D.C.,MLB,Baseball
420,04/19/2023,Boston Red Sox,Minnesota Twins,Boston,Massachusetts,MLB,Baseball
421,04/19/2023,Chicago White Sox,Philadelphia Phillies,Chicago,Illinois,MLB,Baseball
422,04/19/2023,Cincinnati Reds,Tampa Bay Rays,Cincinnati,Ohio,MLB,Baseball
423,04/19/2023,Colorado Rockies,Pittsburgh Pirates,Denver,Colorado,MLB,Baseball
424,04/19/2023,Detroit Tigers,Cleveland Guardians,Detroit,Michigan,MLB,Baseball
425,04/19/2023,Houston Astros,Toronto Blue Jays,Houston,Texas,MLB,Baseball
426,04/19/2023,Kansas City Royals,Texas Rangers,Kansas City,Missouri,MLB,Baseball
427,04/19/2023,Los Angeles Dodgers,New York Mets,Los Angeles,California,MLB,Baseball
428,04/19/2023,Miami Marlins,San Francisco Giants,Miami,Florida,MLB,Baseball
429,04/19/2023,New York Yankees,Los Angeles Angels,New York,New York,MLB,Baseball
430,04/19/2023,Oakland Athletics,Chicago Cubs,Oakland,California,MLB,Baseball
431,04/19/2023,San Diego Padres,Atlanta Braves,San Diego,California,MLB,Baseball
432,04/19/2023,Seattle Mariners,Milwaukee Brewers,Seattle,Washington,MLB,Baseball
433,04/19/2023,St. Louis Cardinals,Arizona Diamondbacks,St. Louis,Missouri,MLB,Baseball
434,04/19/2023,Washington Nationals,Baltimore Orioles,Washington D.C.,Washington D.C.,MLB,Baseball
435,04/20/2023,Arizona Diamondbacks,San Diego Padres,Phoenix,Arizona,MLB,Baseball
436,04/20/2023,Boston Red Sox,Minnesota Twins,Boston,Massachusetts,MLB,Baseball
437,04/20/2023,Chicago Cubs,Los Angeles Dodgers,Chicago,Illinois,MLB,Baseball
438,04/20/2023,New York Yankees,Los Angeles Angels,New York,New York,MLB,Baseball
439,04/20/2023,Philadelphia Phillies,Colorado Rockies,Philadelphia,Pennsylvania,MLB,Baseball
440,04/20/2023,Pittsburgh Pirates,Cincinnati Reds,Pittsburgh,Pennsylvania,MLB,Baseball
441,04/20/2023,San Francisco Giants,New York Mets,San Francisco,California,MLB,Baseball
442,04/21/2023,Los Angeles Angels,Kansas City Royals,Los Angeles,California,MLB,Baseball
443,04/21/2023,Arizona Diamondbacks,San Diego Padres,Phoenix,Arizona,MLB,Baseball
444,04/21/2023,Atlanta Braves,Houston Astros,Atlanta,Georgia,MLB,Baseball
445,04/21/2023,Baltimore Orioles,Detroit Tigers,Baltimore,Maryland,MLB,Baseball
446,04/21/2023,Chicago Cubs,Los Angeles Dodgers,Chicago,Illinois,MLB,Baseball
447,04/21/2023,Milwaukee Brewers,Boston Red Sox,Milwaukee,Wisconsin,MLB,Baseball
448,04/21/2023,Minnesota Twins,Washington Nationals,Minneapolis,Minnesota,MLB,Baseball
449,04/21/2023,New York Yankees,Toronto Blue Jays,New York,New York,MLB,Baseball
450,04/21/2023,Philadelphia Phillies,Colorado Rockies,Philadelphia,Pennsylvania,MLB,Baseball
451,04/21/2023,Pittsburgh Pirates,Cincinnati Reds,Pittsburgh,Pennsylvania,MLB,Baseball
452,04/21/2023,Seattle Mariners,St. Louis Cardinals,Seattle,Washington,MLB,Baseball
453,04/21/2023,San Francisco Giants,New York Mets,San Francisco,California,MLB,Baseball
454,04/21/2023,Tampa Bay Rays,Chicago White Sox,Tampa,Florida,MLB,Baseball
455,04/21/2023,Texas Rangers,Oakland Athletics,Arlington,Texas,MLB,Baseball
456,04/22/2023,Los Angeles Angels,Kansas City Royals,Los Angeles,California,MLB,Baseball
457,04/22/2023,Arizona Diamondbacks,San Diego Padres,Phoenix,Arizona,MLB,Baseball
458,04/22/2023,Atlanta Braves,Houston Astros,Atlanta,Georgia,MLB,Baseball
459,04/22/2023,Baltimore Orioles,Detroit Tigers,Baltimore,Maryland,MLB,Baseball
460,04/22/2023,Chicago Cubs,Los Angeles Dodgers,Chicago,Illinois,MLB,Baseball
461,04/22/2023,Cleveland Guardians,Miami Marlins,Cleveland,Ohio,MLB,Baseball
462,04/22/2023,Cleveland Guardians,Miami Marlins,Cleveland,Ohio,MLB,Baseball
463,04/22/2023,Milwaukee Brewers,Boston Red Sox,Milwaukee,Wisconsin,MLB,Baseball
464,04/22/2023,Minnesota Twins,Washington Nationals,Minneapolis,Minnesota,MLB,Baseball
465,04/22/2023,New York Yankees,Toronto Blue Jays,New York,New York,MLB,Baseball
466,04/22/2023,Philadelphia Phillies,Colorado Rockies,Philadelphia,Pennsylvania,MLB,Baseball
467,04/22/2023,Pittsburgh Pirates,Cincinnati Reds,Pittsburgh,Pennsylvania,MLB,Baseball
468,04/22/2023,Seattle Mariners,St. Louis Cardinals,Seattle,Washington,MLB,Baseball
469,04/22/2023,San Francisco Giants,New York Mets,San Francisco,California,MLB,Baseball
470,04/22/2023,Tampa Bay Rays,Chicago White Sox,Tampa,Florida,MLB,Baseball
471,04/22/2023,Texas Rangers,Oakland Athletics,Arlington,Texas,MLB,Baseball
472,04/23/2023,Los Angeles Angels,Kansas City Royals,Los Angeles,California,MLB,Baseball
473,04/23/2023,Arizona Diamondbacks,San Diego Padres,Phoenix,Arizona,MLB,Baseball
474,04/23/2023,Atlanta Braves,Houston Astros,Atlanta,Georgia,MLB,Baseball
475,04/23/2023,Baltimore Orioles,Detroit Tigers,Baltimore,Maryland,MLB,Baseball
476,04/23/2023,Chicago Cubs,Los Angeles Dodgers,Chicago,Illinois,MLB,Baseball
477,04/23/2023,Cleveland Guardians,Miami Marlins,Cleveland,Ohio,MLB,Baseball
478,04/23/2023,Milwaukee Brewers,Boston Red Sox,Milwaukee,Wisconsin,MLB,Baseball
479,04/23/2023,Minnesota Twins,Washington Nationals,Minneapolis,Minnesota,MLB,Baseball
480,04/23/2023,New York Yankees,Toronto Blue Jays,New York,New York,MLB,Baseball
481,04/23/2023,Philadelphia Phillies,Colorado Rockies,Philadelphia,Pennsylvania,MLB,Baseball
482,04/23/2023,Pittsburgh Pirates,Cincinnati Reds,Pittsburgh,Pennsylvania,MLB,Baseball
483,04/23/2023,Seattle Mariners,St. Louis Cardinals,Seattle,Washington,MLB,Baseball
484,04/23/2023,San Francisco Giants,New York Mets,San Francisco,California,MLB,Baseball
485,04/23/2023,Tampa Bay Rays,Chicago White Sox,Tampa,Florida,MLB,Baseball
486,04/23/2023,Texas Rangers,Oakland Athletics,Arlington,Texas,MLB,Baseball
487,04/24/2023,Los Angeles Angels,Oakland Athletics,Los Angeles,California,MLB,Baseball
488,04/24/2023,Arizona Diamondbacks,Kansas City Royals,Phoenix,Arizona,MLB,Baseball
489,04/24/2023,Atlanta Braves,Miami Marlins,Atlanta,Georgia,MLB,Baseball
490,04/24/2023,Baltimore Orioles,Boston Red Sox,Baltimore,Maryland,MLB,Baseball
491,04/24/2023,Cincinnati Reds,Texas Rangers,Cincinnati,Ohio,MLB,Baseball
492,04/24/2023,Cleveland Guardians,Colorado Rockies,Cleveland,Ohio,MLB,Baseball
493,04/24/2023,Milwaukee Brewers,Detroit Tigers,Milwaukee,Wisconsin,MLB,Baseball
494,04/24/2023,Minnesota Twins,New York Yankees,Minneapolis,Minnesota,MLB,Baseball
495,04/24/2023,San Francisco Giants,St. Louis Cardinals,San Francisco,California,MLB,Baseball
496,04/24/2023,Tampa Bay Rays,Houston Astros,Tampa,Florida,MLB,Baseball
497,04/24/2023,Toronto Blue Jays,Chicago White Sox,Toronto,Ontario,MLB,Baseball
498,04/25/2023,Los Angeles Angels,Oakland Athletics,Los Angeles,California,MLB,Baseball
499,04/25/2023,Arizona Diamondbacks,Kansas City Royals,Phoenix,Arizona,MLB,Baseball
500,04/25/2023,Atlanta Braves,Miami Marlins,Atlanta,Georgia,MLB,Baseball
501,04/25/2023,Baltimore Orioles,Boston Red Sox,Baltimore,Maryland,MLB,Baseball
502,04/25/2023,Chicago Cubs,San Diego Padres,Chicago,Illinois,MLB,Baseball
503,04/25/2023,Cincinnati Reds,Texas Rangers,Cincinnati,Ohio,MLB,Baseball
504,04/25/2023,Cleveland Guardians,Colorado Rockies,Cleveland,Ohio,MLB,Baseball
505,04/25/2023,Milwaukee Brewers,Detroit Tigers,Milwaukee,Wisconsin,MLB,Baseball
506,04/25/2023,Minnesota Twins,New York Yankees,Minneapolis,Minnesota,MLB,Baseball
507,04/25/2023,New York Mets,Washington Nationals,New York,New York,MLB,Baseball
508,04/25/2023,Philadelphia Phillies,Seattle Mariners,Philadelphia,Pennsylvania,MLB,Baseball
509,04/25/2023,Pittsburgh Pirates,Los Angeles Dodgers,Pittsburgh,Pennsylvania,MLB,Baseball
510,04/25/2023,San Francisco Giants,St. Louis Cardinals,San Francisco,California,MLB,Baseball
511,04/25/2023,Tampa Bay Rays,Houston Astros,Tampa,Florida,MLB,Baseball
512,04/25/2023,Toronto Blue Jays,Chicago White Sox,Toronto,Ontario,MLB,Baseball
513,04/26/2023,Los Angeles Angels,Oakland Athletics,Los Angeles,California,MLB,Baseball
514,04/26/2023,Arizona Diamondbacks,Kansas City Royals,Phoenix,Arizona,MLB,Baseball
515,04/26/2023,Atlanta Braves,Miami Marlins,Atlanta,Georgia,MLB,Baseball
516,04/26/2023,Baltimore Orioles,Boston Red Sox,Baltimore,Maryland,MLB,Baseball
517,04/26/2023,Chicago Cubs,San Diego Padres,Chicago,Illinois,MLB,Baseball
518,04/26/2023,Cincinnati Reds,Texas Rangers,Cincinnati,Ohio,MLB,Baseball
519,04/26/2023,Cleveland Guardians,Colorado Rockies,Cleveland,Ohio,MLB,Baseball
520,04/26/2023,Milwaukee Brewers,Detroit Tigers,Milwaukee,Wisconsin,MLB,Baseball
521,04/26/2023,Minnesota Twins,New York Yankees,Minneapolis,Minnesota,MLB,Baseball
522,04/26/2023,New York Mets,Washington Nationals,New York,New York,MLB,Baseball
523,04/26/2023,Philadelphia Phillies,Seattle Mariners,Philadelphia,Pennsylvania,MLB,Baseball
524,04/26/2023,Pittsburgh Pirates,Los Angeles Dodgers,Pittsburgh,Pennsylvania,MLB,Baseball
525,04/26/2023,San Francisco Giants,St. Louis Cardinals,San Francisco,California,MLB,Baseball
526,04/26/2023,Tampa Bay Rays,Houston Astros,Tampa,Florida,MLB,Baseball
527,04/26/2023,Toronto Blue Jays,Chicago White Sox,Toronto,Ontario,MLB,Baseball
528,04/27/2023,Los Angeles Angels,Oakland Athletics,Los Angeles,California,MLB,Baseball
529,04/27/2023,Atlanta Braves,Miami Marlins,Atlanta,Georgia,MLB,Baseball
530,04/27/2023,Chicago White Sox,Tampa Bay Rays,Chicago,Illinois,MLB,Baseball
531,04/27/2023,Chicago Cubs,San Diego Padres,Chicago,Illinois,MLB,Baseball
532,04/27/2023,Detroit Tigers,Baltimore Orioles,Detroit,Michigan,MLB,Baseball
533,04/27/2023,Minnesota Twins,Kansas City Royals,Minneapolis,Minnesota,MLB,Baseball
534,04/27/2023,New York Mets,Washington Nationals,New York,New York,MLB,Baseball
535,04/27/2023,Philadelphia Phillies,Seattle Mariners,Philadelphia,Pennsylvania,MLB,Baseball
536,04/27/2023,Pittsburgh Pirates,Los Angeles Dodgers,Pittsburgh,Pennsylvania,MLB,Baseball
537,04/27/2023,San Francisco Giants,St. Louis Cardinals,San Francisco,California,MLB,Baseball
538,04/27/2023,Texas Rangers,New York Yankees,Arlington,Texas,MLB,Baseball
539,04/28/2023,Boston Red Sox,Cleveland Guardians,Boston,Massachusetts,MLB,Baseball
540,04/28/2023,Chicago White Sox,Tampa Bay Rays,Chicago,Illinois,MLB,Baseball
541,04/28/2023,Colorado Rockies,Arizona Diamondbacks,Denver,Colorado,MLB,Baseball
542,04/28/2023,Houston Astros,Philadelphia Phillies,Houston,Texas,MLB,Baseball
543,04/28/2023,Los Angeles Dodgers,St. Louis Cardinals,Los Angeles,California,MLB,Baseball
544,04/28/2023,Miami Marlins,Chicago Cubs,Miami,Florida,MLB,Baseball
545,04/28/2023,Milwaukee Brewers,Los Angeles Angels,Milwaukee,Wisconsin,MLB,Baseball
546,04/28/2023,Minnesota Twins,Kansas City Royals,Minneapolis,Minnesota,MLB,Baseball
547,04/28/2023,New York Mets,Atlanta Braves,New York,New York,MLB,Baseball
548,04/28/2023,Oakland Athletics,Cincinnati Reds,Oakland,California,MLB,Baseball
549,04/28/2023,Texas Rangers,New York Yankees,Arlington,Texas,MLB,Baseball
550,04/28/2023,Toronto Blue Jays,Seattle Mariners,Toronto,Ontario,MLB,Baseball
551,04/29/2023,Boston Red Sox,Cleveland Guardians,Boston,Massachusetts,MLB,Baseball
552,04/29/2023,Chicago White Sox,Tampa Bay Rays,Chicago,Illinois,MLB,Baseball
553,04/29/2023,Colorado Rockies,Arizona Diamondbacks,Denver,Colorado,MLB,Baseball
554,04/29/2023,Detroit Tigers,Baltimore Orioles,Detroit,Michigan,MLB,Baseball
555,04/29/2023,Detroit Tigers,Baltimore Orioles,Detroit,Michigan,MLB,Baseball
